"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_100_trial_0_contcorrect_True - current_best_fitness__MAX"
"1670","-200","-200","-200","-195.7578125","-195.7578125","-195.7578125","-200","-200","-200","-92.5078125","-92.5078125","-92.5078125","-99.140625","-99.140625","-99.140625","-200","-200","-200","-98.3046875","-98.3046875","-98.3046875","-107.2109375","-107.2109375","-107.2109375","-91.9375","-91.9375","-91.9375","-200","-200","-200"
"1671","-200","-200","-200","-195.8046875","-195.8046875","-195.8046875","-200","-200","-200","-92.0234375","-92.0234375","-92.0234375","-95.7578125","-95.7578125","-95.7578125","-200","-200","-200","-99.0390625","-99.0390625","-99.0390625","-108.4375","-108.4375","-108.4375","-89.5625","-89.5625","-89.5625","-200","-200","-200"
"1672","-200","-200","-200","-198.703125","-198.703125","-198.703125","-200","-200","-200","-98.5625","-98.5625","-98.5625","-96.3828125","-96.3828125","-96.3828125","-200","-200","-200","-96.28125","-96.28125","-96.28125","-103.3984375","-103.3984375","-103.3984375","-91.8984375","-91.8984375","-91.8984375","-200","-200","-200"
"1673","-200","-200","-200","-195.1640625","-195.1640625","-195.1640625","-200","-200","-200","-91.328125","-91.328125","-91.328125","-98.5859375","-98.5859375","-98.5859375","-200","-200","-200","-93.65625","-93.65625","-93.65625","-104.2734375","-104.2734375","-104.2734375","-89.265625","-89.265625","-89.265625","-200","-200","-200"
"1674","-200","-200","-200","-196.9375","-196.9375","-196.9375","-200","-200","-200","-93.5078125","-93.5078125","-93.5078125","-98.34375","-98.34375","-98.34375","-200","-200","-200","-95.7421875","-95.7421875","-95.7421875","-103.2109375","-103.2109375","-103.2109375","-91.40625","-91.40625","-91.40625","-200","-200","-200"
"1675","-200","-200","-200","-190.703125","-190.703125","-190.703125","-200","-200","-200","-94.703125","-94.703125","-94.703125","-100.0546875","-100.0546875","-100.0546875","-200","-200","-200","-97.1171875","-97.1171875","-97.1171875","-108.796875","-108.796875","-108.796875","-86.0078125","-86.0078125","-86.0078125","-200","-200","-200"
"1676","-200","-200","-200","-190.703125","-190.703125","-190.703125","-200","-200","-200","-101.5078125","-101.5078125","-101.5078125","-98.359375","-98.359375","-98.359375","-200","-200","-200","-98.453125","-98.453125","-98.453125","-105.3984375","-105.3984375","-105.3984375","-90.984375","-90.984375","-90.984375","-200","-200","-200"
"1677","-200","-200","-200","-186.6875","-186.6875","-186.6875","-200","-200","-200","-97.640625","-97.640625","-97.640625","-98.140625","-98.140625","-98.140625","-200","-200","-200","-92.8515625","-92.8515625","-92.8515625","-108.8359375","-108.8359375","-108.8359375","-92.4140625","-92.4140625","-92.4140625","-200","-200","-200"
"1678","-200","-200","-200","-188.1015625","-188.1015625","-188.1015625","-200","-200","-200","-115.8359375","-115.8359375","-115.8359375","-96.34375","-96.34375","-96.34375","-200","-200","-200","-95.3203125","-95.3203125","-95.3203125","-107.2734375","-107.2734375","-107.2734375","-90.953125","-90.953125","-90.953125","-200","-200","-200"
"1679","-200","-200","-200","-190.8359375","-190.8359375","-190.8359375","-200","-200","-200","-114.8984375","-114.8984375","-114.8984375","-97.4296875","-97.4296875","-97.4296875","-200","-200","-200","-97.53125","-97.53125","-97.53125","-110.2734375","-110.2734375","-110.2734375","-91.3984375","-91.3984375","-91.3984375","-200","-200","-200"
"1680","-200","-200","-200","-188.5859375","-188.5859375","-188.5859375","-200","-200","-200","-118.7265625","-118.7265625","-118.7265625","-98.1171875","-98.1171875","-98.1171875","-200","-200","-200","-95.3203125","-95.3203125","-95.3203125","-106.859375","-106.859375","-106.859375","-91.8125","-91.8125","-91.8125","-200","-200","-200"
"1681","-200","-200","-200","-191.96875","-191.96875","-191.96875","-200","-200","-200","-99.2421875","-99.2421875","-99.2421875","-99.6875","-99.6875","-99.6875","-200","-200","-200","-93.6875","-93.6875","-93.6875","-110.2109375","-110.2109375","-110.2109375","-90.390625","-90.390625","-90.390625","-200","-200","-200"
"1682","-200","-200","-200","-191.6640625","-191.6640625","-191.6640625","-200","-200","-200","-94.8984375","-94.8984375","-94.8984375","-100.4921875","-100.4921875","-100.4921875","-200","-200","-200","-93.9140625","-93.9140625","-93.9140625","-112.6171875","-112.6171875","-112.6171875","-92.5625","-92.5625","-92.5625","-200","-200","-200"
"1683","-200","-200","-200","-192.6015625","-192.6015625","-192.6015625","-200","-200","-200","-105.15625","-105.15625","-105.15625","-101.8828125","-101.8828125","-101.8828125","-200","-200","-200","-93.625","-93.625","-93.625","-108.2890625","-108.2890625","-108.2890625","-92.2421875","-92.2421875","-92.2421875","-200","-200","-200"
"1684","-200","-200","-200","-193.9453125","-193.9453125","-193.9453125","-200","-200","-200","-94.71875","-94.71875","-94.71875","-95.5625","-95.5625","-95.5625","-200","-200","-200","-98.078125","-98.078125","-98.078125","-111.3671875","-111.3671875","-111.3671875","-90.609375","-90.609375","-90.609375","-200","-200","-200"
"1685","-200","-200","-200","-196.1328125","-196.1328125","-196.1328125","-200","-200","-200","-96.984375","-96.984375","-96.984375","-95.765625","-95.765625","-95.765625","-200","-200","-200","-97.1796875","-97.1796875","-97.1796875","-107.5390625","-107.5390625","-107.5390625","-94.5546875","-94.5546875","-94.5546875","-200","-200","-200"
"1686","-200","-200","-200","-198.2421875","-198.2421875","-198.2421875","-200","-200","-200","-97.90625","-97.90625","-97.90625","-98.5546875","-98.5546875","-98.5546875","-200","-200","-200","-96.34375","-96.34375","-96.34375","-108.375","-108.375","-108.375","-99.8203125","-99.8203125","-99.8203125","-200","-200","-200"
"1687","-200","-200","-200","-195.015625","-195.015625","-195.015625","-200","-200","-200","-95.7890625","-95.7890625","-95.7890625","-98.734375","-98.734375","-98.734375","-200","-200","-200","-94.9140625","-94.9140625","-94.9140625","-105.0859375","-105.0859375","-105.0859375","-100.5546875","-100.5546875","-100.5546875","-200","-200","-200"
"1688","-200","-200","-200","-193.671875","-193.671875","-193.671875","-200","-200","-200","-114.6171875","-114.6171875","-114.6171875","-100.453125","-100.453125","-100.453125","-200","-200","-200","-95.796875","-95.796875","-95.796875","-107.6484375","-107.6484375","-107.6484375","-99.21875","-99.21875","-99.21875","-200","-200","-200"
"1689","-200","-200","-200","-195.4453125","-195.4453125","-195.4453125","-200","-200","-200","-97.9140625","-97.9140625","-97.9140625","-101.4375","-101.4375","-101.4375","-200","-200","-200","-96.984375","-96.984375","-96.984375","-106.875","-106.875","-106.875","-98.09375","-98.09375","-98.09375","-200","-200","-200"
"1690","-200","-200","-200","-194.4921875","-194.4921875","-194.4921875","-200","-200","-200","-95.0234375","-95.0234375","-95.0234375","-100.09375","-100.09375","-100.09375","-200","-200","-200","-96.1171875","-96.1171875","-96.1171875","-120.0078125","-120.0078125","-120.0078125","-97.4375","-97.4375","-97.4375","-200","-200","-200"
"1691","-200","-200","-200","-194.4296875","-194.4296875","-194.4296875","-200","-200","-200","-96.8984375","-96.8984375","-96.8984375","-96.4609375","-96.4609375","-96.4609375","-200","-200","-200","-99.5859375","-99.5859375","-99.5859375","-109.421875","-109.421875","-109.421875","-97.140625","-97.140625","-97.140625","-200","-200","-200"
"1692","-200","-200","-200","-195.3828125","-195.3828125","-195.3828125","-200","-200","-200","-92.640625","-92.640625","-92.640625","-96.4140625","-96.4140625","-96.4140625","-200","-200","-200","-98.34375","-98.34375","-98.34375","-118.9375","-118.9375","-118.9375","-97.9765625","-97.9765625","-97.9765625","-200","-200","-200"
"1693","-200","-200","-200","-195.7265625","-195.7265625","-195.7265625","-200","-200","-200","-86.90625","-86.90625","-86.90625","-96.859375","-96.859375","-96.859375","-200","-200","-200","-97.546875","-97.546875","-97.546875","-112.21875","-112.21875","-112.21875","-94.765625","-94.765625","-94.765625","-200","-200","-200"
"1694","-200","-200","-200","-190.6796875","-190.6796875","-190.6796875","-200","-200","-200","-86.9609375","-86.9609375","-86.9609375","-101.15625","-101.15625","-101.15625","-200","-200","-200","-99.171875","-99.171875","-99.171875","-109.7890625","-109.7890625","-109.7890625","-97.8359375","-97.8359375","-97.8359375","-200","-200","-200"
"1695","-200","-200","-200","-194.3359375","-194.3359375","-194.3359375","-200","-200","-200","-85.2734375","-85.2734375","-85.2734375","-97.9921875","-97.9921875","-97.9921875","-200","-200","-200","-96.1640625","-96.1640625","-96.1640625","-112.09375","-112.09375","-112.09375","-95.7578125","-95.7578125","-95.7578125","-200","-200","-200"
"1696","-200","-200","-200","-191.1875","-191.1875","-191.1875","-200","-200","-200","-82.859375","-82.859375","-82.859375","-95.1953125","-95.1953125","-95.1953125","-200","-200","-200","-98.921875","-98.921875","-98.921875","-123.1953125","-123.1953125","-123.1953125","-102.2265625","-102.2265625","-102.2265625","-200","-200","-200"
"1697","-200","-200","-200","-193.78125","-193.78125","-193.78125","-200","-200","-200","-86.0390625","-86.0390625","-86.0390625","-98.59375","-98.59375","-98.59375","-200","-200","-200","-97.2578125","-97.2578125","-97.2578125","-114.0703125","-114.0703125","-114.0703125","-98.7265625","-98.7265625","-98.7265625","-200","-200","-200"
"1698","-200","-200","-200","-186.0390625","-186.0390625","-186.0390625","-200","-200","-200","-89.9921875","-89.9921875","-89.9921875","-97.8359375","-97.8359375","-97.8359375","-200","-200","-200","-99.1328125","-99.1328125","-99.1328125","-112.390625","-112.390625","-112.390625","-100.03125","-100.03125","-100.03125","-200","-200","-200"
"1699","-200","-200","-200","-186.9765625","-186.9765625","-186.9765625","-200","-200","-200","-83.671875","-83.671875","-83.671875","-98.3671875","-98.3671875","-98.3671875","-200","-200","-200","-97.8671875","-97.8671875","-97.8671875","-112.625","-112.625","-112.625","-94.8515625","-94.8515625","-94.8515625","-200","-200","-200"
"1700","-200","-200","-200","-187.7421875","-187.7421875","-187.7421875","-200","-200","-200","-87.765625","-87.765625","-87.765625","-100.2890625","-100.2890625","-100.2890625","-200","-200","-200","-93.6484375","-93.6484375","-93.6484375","-110.8046875","-110.8046875","-110.8046875","-99.625","-99.625","-99.625","-200","-200","-200"
"1701","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.5234375","-87.5234375","-87.5234375","-100.546875","-100.546875","-100.546875","-200","-200","-200","-111.296875","-111.296875","-111.296875","-190.9296875","-190.9296875","-190.9296875","-179.765625","-179.765625","-179.765625","-200","-200","-200"
"1702","-200","-200","-200","-200","-200","-200","-200","-200","-200","-81.90625","-81.90625","-81.90625","-99.9765625","-99.9765625","-99.9765625","-200","-200","-200","-108.859375","-108.859375","-108.859375","-188.9140625","-188.9140625","-188.9140625","-177.6171875","-177.6171875","-177.6171875","-200","-200","-200"
"1703","-200","-200","-200","-200","-200","-200","-200","-200","-200","-83.09375","-83.09375","-83.09375","-102.46875","-102.46875","-102.46875","-200","-200","-200","-110.5","-110.5","-110.5","-191.84375","-191.84375","-191.84375","-179.21875","-179.21875","-179.21875","-200","-200","-200"
"1704","-200","-200","-200","-200","-200","-200","-200","-200","-200","-83.7734375","-83.7734375","-83.7734375","-105.046875","-105.046875","-105.046875","-200","-200","-200","-111.1328125","-111.1328125","-111.1328125","-192.15625","-192.15625","-192.15625","-172.3125","-172.3125","-172.3125","-200","-200","-200"
"1705","-200","-200","-200","-200","-200","-200","-200","-200","-200","-81.2265625","-81.2265625","-81.2265625","-100.84375","-100.84375","-100.84375","-200","-200","-200","-109.15625","-109.15625","-109.15625","-190.3203125","-190.3203125","-190.3203125","-167.9375","-167.9375","-167.9375","-200","-200","-200"
"1706","-200","-200","-200","-200","-200","-200","-200","-200","-200","-85.9765625","-85.9765625","-85.9765625","-103.0078125","-103.0078125","-103.0078125","-200","-200","-200","-110.3984375","-110.3984375","-110.3984375","-195.3828125","-195.3828125","-195.3828125","-170.5390625","-170.5390625","-170.5390625","-200","-200","-200"
"1707","-200","-200","-200","-200","-200","-200","-200","-200","-200","-84.265625","-84.265625","-84.265625","-97.8515625","-97.8515625","-97.8515625","-200","-200","-200","-110.171875","-110.171875","-110.171875","-196.203125","-196.203125","-196.203125","-184.6875","-184.6875","-184.6875","-200","-200","-200"
"1708","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.5234375","-87.5234375","-87.5234375","-103.140625","-103.140625","-103.140625","-200","-200","-200","-108.1484375","-108.1484375","-108.1484375","-195.6953125","-195.6953125","-195.6953125","-177.7734375","-177.7734375","-177.7734375","-200","-200","-200"
"1709","-200","-200","-200","-200","-200","-200","-200","-200","-200","-90.671875","-90.671875","-90.671875","-97.4375","-97.4375","-97.4375","-200","-200","-200","-109.5234375","-109.5234375","-109.5234375","-194.875","-194.875","-194.875","-146.2734375","-146.2734375","-146.2734375","-200","-200","-200"
"1710","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.640625","-88.640625","-88.640625","-99.53125","-99.53125","-99.53125","-200","-200","-200","-110.921875","-110.921875","-110.921875","-196.046875","-196.046875","-196.046875","-147.984375","-147.984375","-147.984375","-200","-200","-200"
"1711","-200","-200","-200","-200","-200","-200","-200","-200","-200","-84.171875","-84.171875","-84.171875","-100.59375","-100.59375","-100.59375","-200","-200","-200","-106.6015625","-106.6015625","-106.6015625","-197.75","-197.75","-197.75","-147.828125","-147.828125","-147.828125","-200","-200","-200"
"1712","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.46875","-87.46875","-87.46875","-99.8984375","-99.8984375","-99.8984375","-200","-200","-200","-104.7734375","-104.7734375","-104.7734375","-192.4609375","-192.4609375","-192.4609375","-158.453125","-158.453125","-158.453125","-200","-200","-200"
"1713","-200","-200","-200","-200","-200","-200","-200","-200","-200","-81.8046875","-81.8046875","-81.8046875","-96.3828125","-96.3828125","-96.3828125","-200","-200","-200","-101.53125","-101.53125","-101.53125","-195.453125","-195.453125","-195.453125","-153.53125","-153.53125","-153.53125","-200","-200","-200"
"1714","-200","-200","-200","-200","-200","-200","-200","-200","-200","-82.15625","-82.15625","-82.15625","-97.0703125","-97.0703125","-97.0703125","-200","-200","-200","-103.2109375","-103.2109375","-103.2109375","-194.375","-194.375","-194.375","-167.5703125","-167.5703125","-167.5703125","-200","-200","-200"
"1715","-200","-200","-200","-200","-200","-200","-200","-200","-200","-85.890625","-85.890625","-85.890625","-94.71875","-94.71875","-94.71875","-200","-200","-200","-104.359375","-104.359375","-104.359375","-189.796875","-189.796875","-189.796875","-172.4453125","-172.4453125","-172.4453125","-200","-200","-200"
"1716","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.0625","-86.0625","-86.0625","-97.171875","-97.171875","-97.171875","-200","-200","-200","-106.5234375","-106.5234375","-106.5234375","-178.28125","-178.28125","-178.28125","-160.375","-160.375","-160.375","-200","-200","-200"
"1717","-200","-200","-200","-200","-200","-200","-200","-200","-200","-83.109375","-83.109375","-83.109375","-93.7734375","-93.7734375","-93.7734375","-200","-200","-200","-106.25","-106.25","-106.25","-173.390625","-173.390625","-173.390625","-164.3515625","-164.3515625","-164.3515625","-200","-200","-200"
"1718","-200","-200","-200","-200","-200","-200","-200","-200","-200","-85.8984375","-85.8984375","-85.8984375","-96.21875","-96.21875","-96.21875","-200","-200","-200","-102.28125","-102.28125","-102.28125","-170.890625","-170.890625","-170.890625","-170.2578125","-170.2578125","-170.2578125","-200","-200","-200"
"1719","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.03125","-88.03125","-88.03125","-99.6640625","-99.6640625","-99.6640625","-200","-200","-200","-104.671875","-104.671875","-104.671875","-173.453125","-173.453125","-173.453125","-174.1875","-174.1875","-174.1875","-200","-200","-200"
"1720","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.5234375","-87.5234375","-87.5234375","-94.7421875","-94.7421875","-94.7421875","-200","-200","-200","-105.09375","-105.09375","-105.09375","-186.6875","-186.6875","-186.6875","-175.359375","-175.359375","-175.359375","-200","-200","-200"
"1721","-200","-200","-200","-200","-200","-200","-200","-200","-200","-84.71875","-84.71875","-84.71875","-96.8125","-96.8125","-96.8125","-200","-200","-200","-104.7890625","-104.7890625","-104.7890625","-176.9765625","-176.9765625","-176.9765625","-169.578125","-169.578125","-169.578125","-200","-200","-200"
"1722","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.1640625","-87.1640625","-87.1640625","-93.171875","-93.171875","-93.171875","-200","-200","-200","-104.65625","-104.65625","-104.65625","-190.59375","-190.59375","-190.59375","-170.59375","-170.59375","-170.59375","-200","-200","-200"
"1723","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.9609375","-87.9609375","-87.9609375","-95.1328125","-95.1328125","-95.1328125","-200","-200","-200","-105.9296875","-105.9296875","-105.9296875","-188.53125","-188.53125","-188.53125","-170.390625","-170.390625","-170.390625","-200","-200","-200"
"1724","-200","-200","-200","-200","-200","-200","-200","-200","-200","-84.6171875","-84.6171875","-84.6171875","-96.5078125","-96.5078125","-96.5078125","-200","-200","-200","-105.5703125","-105.5703125","-105.5703125","-188.21875","-188.21875","-188.21875","-162.375","-162.375","-162.375","-200","-200","-200"
"1725","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.2578125","-88.2578125","-88.2578125","-89.984375","-89.984375","-89.984375","-200","-200","-200","-104.6875","-104.6875","-104.6875","-177.8203125","-177.8203125","-177.8203125","-170.3203125","-170.3203125","-170.3203125","-200","-200","-200"
"1726","-200","-200","-200","-200","-200","-200","-200","-200","-200","-91.4453125","-91.4453125","-91.4453125","-96.484375","-96.484375","-96.484375","-200","-200","-200","-101.59375","-101.59375","-101.59375","-181.203125","-181.203125","-181.203125","-165.890625","-165.890625","-165.890625","-200","-200","-200"
"1727","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.4453125","-86.4453125","-86.4453125","-98.390625","-98.390625","-98.390625","-200","-200","-200","-103.3359375","-103.3359375","-103.3359375","-171.265625","-171.265625","-171.265625","-185.2578125","-185.2578125","-185.2578125","-200","-200","-200"
"1728","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.53125","-86.53125","-86.53125","-93.734375","-93.734375","-93.734375","-200","-200","-200","-104.7578125","-104.7578125","-104.7578125","-179.6484375","-179.6484375","-179.6484375","-168.546875","-168.546875","-168.546875","-200","-200","-200"
"1729","-200","-200","-200","-200","-200","-200","-200","-200","-200","-90.28125","-90.28125","-90.28125","-96.15625","-96.15625","-96.15625","-200","-200","-200","-103.375","-103.375","-103.375","-177.0234375","-177.0234375","-177.0234375","-176.4375","-176.4375","-176.4375","-200","-200","-200"
"1730","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.015625","-88.015625","-88.015625","-96.109375","-96.109375","-96.109375","-200","-200","-200","-104.265625","-104.265625","-104.265625","-169.5078125","-169.5078125","-169.5078125","-175.703125","-175.703125","-175.703125","-200","-200","-200"
"1731","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.7734375","-86.7734375","-86.7734375","-94.359375","-94.359375","-94.359375","-200","-200","-200","-103.421875","-103.421875","-103.421875","-168.2578125","-168.2578125","-168.2578125","-185.078125","-185.078125","-185.078125","-200","-200","-200"
"1732","-200","-200","-200","-200","-200","-200","-200","-200","-200","-91.3125","-91.3125","-91.3125","-94.8203125","-94.8203125","-94.8203125","-200","-200","-200","-103.40625","-103.40625","-103.40625","-175.0703125","-175.0703125","-175.0703125","-187.46875","-187.46875","-187.46875","-200","-200","-200"
"1733","-200","-200","-200","-200","-200","-200","-200","-200","-200","-89.234375","-89.234375","-89.234375","-95.546875","-95.546875","-95.546875","-200","-200","-200","-103.2578125","-103.2578125","-103.2578125","-188.671875","-188.671875","-188.671875","-177.5234375","-177.5234375","-177.5234375","-200","-200","-200"
"1734","-200","-200","-200","-200","-200","-200","-200","-200","-200","-89.84375","-89.84375","-89.84375","-97.7578125","-97.7578125","-97.7578125","-200","-200","-200","-108.7109375","-108.7109375","-108.7109375","-182.5078125","-182.5078125","-182.5078125","-170.8125","-170.8125","-170.8125","-200","-200","-200"
"1735","-200","-200","-200","-200","-200","-200","-200","-200","-200","-90.109375","-90.109375","-90.109375","-100.0625","-100.0625","-100.0625","-200","-200","-200","-101.359375","-101.359375","-101.359375","-185.6328125","-185.6328125","-185.6328125","-176.75","-176.75","-176.75","-200","-200","-200"
"1736","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.4453125","-88.4453125","-88.4453125","-92.265625","-92.265625","-92.265625","-200","-200","-200","-106.1640625","-106.1640625","-106.1640625","-181.5078125","-181.5078125","-181.5078125","-175.234375","-175.234375","-175.234375","-200","-200","-200"
"1737","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.03125","-88.03125","-88.03125","-93.4765625","-93.4765625","-93.4765625","-200","-200","-200","-101.15625","-101.15625","-101.15625","-184.734375","-184.734375","-184.734375","-178.3984375","-178.3984375","-178.3984375","-200","-200","-200"
"1738","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.734375","-88.734375","-88.734375","-101.5703125","-101.5703125","-101.5703125","-200","-200","-200","-104.78125","-104.78125","-104.78125","-191.65625","-191.65625","-191.65625","-184.765625","-184.765625","-184.765625","-200","-200","-200"
"1739","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.625","-87.625","-87.625","-99.8828125","-99.8828125","-99.8828125","-200","-200","-200","-105.4375","-105.4375","-105.4375","-190.6015625","-190.6015625","-190.6015625","-178.1796875","-178.1796875","-178.1796875","-200","-200","-200"
"1740","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.5","-86.5","-86.5","-99.7109375","-99.7109375","-99.7109375","-200","-200","-200","-105.1953125","-105.1953125","-105.1953125","-191.6796875","-191.6796875","-191.6796875","-170.953125","-170.953125","-170.953125","-200","-200","-200"
"1741","-200","-200","-200","-200","-200","-200","-200","-200","-200","-84.203125","-84.203125","-84.203125","-94.421875","-94.421875","-94.421875","-200","-200","-200","-106.3984375","-106.3984375","-106.3984375","-192.75","-192.75","-192.75","-165.265625","-165.265625","-165.265625","-200","-200","-200"
"1742","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.2109375","-86.2109375","-86.2109375","-95.3984375","-95.3984375","-95.3984375","-200","-200","-200","-103.2578125","-103.2578125","-103.2578125","-196.21875","-196.21875","-196.21875","-154.1796875","-154.1796875","-154.1796875","-200","-200","-200"
"1743","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.3203125","-86.3203125","-86.3203125","-98.2421875","-98.2421875","-98.2421875","-200","-200","-200","-104.78125","-104.78125","-104.78125","-195.078125","-195.078125","-195.078125","-168.453125","-168.453125","-168.453125","-200","-200","-200"
"1744","-200","-200","-200","-200","-200","-200","-200","-200","-200","-87.3046875","-87.3046875","-87.3046875","-94.265625","-94.265625","-94.265625","-200","-200","-200","-107.53125","-107.53125","-107.53125","-181.4765625","-181.4765625","-181.4765625","-169.9140625","-169.9140625","-169.9140625","-200","-200","-200"
"1745","-200","-200","-200","-200","-200","-200","-200","-200","-200","-85.3515625","-85.3515625","-85.3515625","-97.1640625","-97.1640625","-97.1640625","-200","-200","-200","-105.734375","-105.734375","-105.734375","-175.296875","-175.296875","-175.296875","-166.1953125","-166.1953125","-166.1953125","-200","-200","-200"
"1746","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.7734375","-86.7734375","-86.7734375","-90.4375","-90.4375","-90.4375","-200","-200","-200","-106.03125","-106.03125","-106.03125","-168.9453125","-168.9453125","-168.9453125","-166.7265625","-166.7265625","-166.7265625","-200","-200","-200"
"1747","-200","-200","-200","-200","-200","-200","-200","-200","-200","-86.25","-86.25","-86.25","-95.1328125","-95.1328125","-95.1328125","-200","-200","-200","-103.296875","-103.296875","-103.296875","-171.3359375","-171.3359375","-171.3359375","-168.203125","-168.203125","-168.203125","-200","-200","-200"
"1748","-200","-200","-200","-200","-200","-200","-200","-200","-200","-88.3046875","-88.3046875","-88.3046875","-95.984375","-95.984375","-95.984375","-200","-200","-200","-104.5","-104.5","-104.5","-171.109375","-171.109375","-171.109375","-166.234375","-166.234375","-166.234375","-200","-200","-200"
