"Step","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_9_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_8_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_7_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_6_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_5_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_4_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_3_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_2_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_1_contcorrect_True - current_best_fitness__MAX","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness__MIN","brax_ppo/num_timesteps_2560000000_noise_range_1.0_perturbe_every_n_gens_5_trial_0_contcorrect_True - current_best_fitness__MAX"
"1006","22.5703125","22.5703125","22.5703125","11.25","11.25","11.25","9.3515625","9.3515625","9.3515625","111.3203125","111.3203125","111.3203125","9.21875","9.21875","9.21875","11.53125","11.53125","11.53125","10.0234375","10.0234375","10.0234375","9.359375","9.359375","9.359375","11.90625","11.90625","11.90625","9.34375","9.34375","9.34375"
"1007","20.8671875","20.8671875","20.8671875","10.7734375","10.7734375","10.7734375","9.2734375","9.2734375","9.2734375","117.7890625","117.7890625","117.7890625","11.4765625","11.4765625","11.4765625","11.5390625","11.5390625","11.5390625","11.109375","11.109375","11.109375","9.328125","9.328125","9.328125","13","13","13","9.2421875","9.2421875","9.2421875"
"1008","25.1796875","25.1796875","25.1796875","12.8046875","12.8046875","12.8046875","9.265625","9.265625","9.265625","112.203125","112.203125","112.203125","11.625","11.625","11.625","10.96875","10.96875","10.96875","11.703125","11.703125","11.703125","9.3359375","9.3359375","9.3359375","10.984375","10.984375","10.984375","9.2734375","9.2734375","9.2734375"
"1009","30.46875","30.46875","30.46875","12.703125","12.703125","12.703125","9.3671875","9.3671875","9.3671875","104.5859375","104.5859375","104.5859375","11.578125","11.578125","11.578125","10.6875","10.6875","10.6875","10.6171875","10.6171875","10.6171875","9.46875","9.46875","9.46875","10.796875","10.796875","10.796875","9.390625","9.390625","9.390625"
"1010","15.609375","15.609375","15.609375","12.9453125","12.9453125","12.9453125","10.640625","10.640625","10.640625","104.28125","104.28125","104.28125","9.7890625","9.7890625","9.7890625","10.0625","10.0625","10.0625","10.1171875","10.1171875","10.1171875","9.421875","9.421875","9.421875","12.7578125","12.7578125","12.7578125","9.3125","9.3125","9.3125"
"1011","16.90625","16.90625","16.90625","200","200","200","11.5546875","11.5546875","11.5546875","14.2890625","14.2890625","14.2890625","11.453125","11.453125","11.453125","10.796875","10.796875","10.796875","9.3203125","9.3203125","9.3203125","110.953125","110.953125","110.953125","90.390625","90.390625","90.390625","10.1015625","10.1015625","10.1015625"
"1012","16.2109375","16.2109375","16.2109375","200","200","200","11.59375","11.59375","11.59375","13.953125","13.953125","13.953125","11.421875","11.421875","11.421875","10.9375","10.9375","10.9375","11.5703125","11.5703125","11.5703125","200","200","200","111.875","111.875","111.875","10.2578125","10.2578125","10.2578125"
"1013","15.0546875","15.0546875","15.0546875","200","200","200","11.4375","11.4375","11.4375","13.71875","13.71875","13.71875","11.4609375","11.4609375","11.4609375","10.953125","10.953125","10.953125","10.609375","10.609375","10.609375","200","200","200","117.0546875","117.0546875","117.0546875","10.7265625","10.7265625","10.7265625"
"1014","15.7734375","15.7734375","15.7734375","200","200","200","9.609375","9.609375","9.609375","12.765625","12.765625","12.765625","11.59375","11.59375","11.59375","10.3671875","10.3671875","10.3671875","11.5546875","11.5546875","11.5546875","200","200","200","86.5625","86.5625","86.5625","12.3671875","12.3671875","12.3671875"
"1015","18.71875","18.71875","18.71875","200","200","200","9.2734375","9.2734375","9.2734375","12.796875","12.796875","12.796875","11.5390625","11.5390625","11.5390625","9.5234375","9.5234375","9.5234375","11.25","11.25","11.25","200","200","200","92.1796875","92.1796875","92.1796875","11.9375","11.9375","11.9375"
"1016","10.71875","10.71875","10.71875","11.6875","11.6875","11.6875","11.625","11.625","11.625","13.46875","13.46875","13.46875","14.3046875","14.3046875","14.3046875","11.1640625","11.1640625","11.1640625","9.3046875","9.3046875","9.3046875","200","200","200","12.0390625","12.0390625","12.0390625","9.34375","9.34375","9.34375"
"1017","12.875","12.875","12.875","12.1015625","12.1015625","12.1015625","11.5234375","11.5234375","11.5234375","14.3125","14.3125","14.3125","13.890625","13.890625","13.890625","11.8046875","11.8046875","11.8046875","9.265625","9.265625","9.265625","200","200","200","13.046875","13.046875","13.046875","9.34375","9.34375","9.34375"
"1018","23.7578125","23.7578125","23.7578125","12.09375","12.09375","12.09375","9.25","9.25","9.25","14","14","14","15.0546875","15.0546875","15.0546875","13.0078125","13.0078125","13.0078125","9.3515625","9.3515625","9.3515625","200","200","200","13.09375","13.09375","13.09375","9.2734375","9.2734375","9.2734375"
"1019","42.9453125","42.9453125","42.9453125","12.2578125","12.2578125","12.2578125","9.3046875","9.3046875","9.3046875","13.09375","13.09375","13.09375","15.2890625","15.2890625","15.2890625","13.3203125","13.3203125","13.3203125","9.328125","9.328125","9.328125","200","200","200","13.2265625","13.2265625","13.2265625","9.2421875","9.2421875","9.2421875"
"1020","23.5546875","23.5546875","23.5546875","14.5","14.5","14.5","9.4296875","9.4296875","9.4296875","13.796875","13.796875","13.796875","15.3125","15.3125","15.3125","14.3515625","14.3515625","14.3515625","9.4296875","9.4296875","9.4296875","200","200","200","13.7890625","13.7890625","13.7890625","9.3125","9.3125","9.3125"
"1021","148.171875","148.171875","148.171875","16.484375","16.484375","16.484375","9.46875","9.46875","9.46875","10.078125","10.078125","10.078125","9.359375","9.359375","9.359375","10.7265625","10.7265625","10.7265625","9.21875","9.21875","9.21875","9.2890625","9.2890625","9.2890625","200","200","200","9.3046875","9.3046875","9.3046875"
"1022","169.8671875","169.8671875","169.8671875","15.2890625","15.2890625","15.2890625","9.3359375","9.3359375","9.3359375","9.828125","9.828125","9.828125","9.4609375","9.4609375","9.4609375","10.9765625","10.9765625","10.9765625","9.328125","9.328125","9.328125","9.375","9.375","9.375","200","200","200","9.3203125","9.3203125","9.3203125"
"1023","108.7578125","108.7578125","108.7578125","17.0546875","17.0546875","17.0546875","9.3359375","9.3359375","9.3359375","9.7734375","9.7734375","9.7734375","9.6640625","9.6640625","9.6640625","11","11","11","11.5234375","11.5234375","11.5234375","9.3671875","9.3671875","9.3671875","200","200","200","9.34375","9.34375","9.34375"
"1024","35.8125","35.8125","35.8125","14.78125","14.78125","14.78125","9.3671875","9.3671875","9.3671875","9.8203125","9.8203125","9.8203125","9.2734375","9.2734375","9.2734375","10.8046875","10.8046875","10.8046875","10.640625","10.640625","10.640625","9.34375","9.34375","9.34375","200","200","200","9.65625","9.65625","9.65625"
"1025","79.9453125","79.9453125","79.9453125","16.3359375","16.3359375","16.3359375","9.3671875","9.3671875","9.3671875","11","11","11","9.296875","9.296875","9.296875","10.90625","10.90625","10.90625","11.4453125","11.4453125","11.4453125","9.390625","9.390625","9.390625","200","200","200","9.4140625","9.4140625","9.4140625"
"1026","123.3125","123.3125","123.3125","15.4375","15.4375","15.4375","9.3515625","9.3515625","9.3515625","17.4296875","17.4296875","17.4296875","11.3125","11.3125","11.3125","156.296875","156.296875","156.296875","39.15625","39.15625","39.15625","9.375","9.375","9.375","9.421875","9.421875","9.421875","11.453125","11.453125","11.453125"
"1027","120.4765625","120.4765625","120.4765625","16.3515625","16.3515625","16.3515625","9.421875","9.421875","9.421875","17.9609375","17.9609375","17.9609375","11.5","11.5","11.5","165.9453125","165.9453125","165.9453125","26.875","26.875","26.875","9.3359375","9.3359375","9.3359375","9.6484375","9.6484375","9.6484375","11.6015625","11.6015625","11.6015625"
"1028","145.3046875","145.3046875","145.3046875","16.6640625","16.6640625","16.6640625","9.328125","9.328125","9.328125","18.75","18.75","18.75","11.65625","11.65625","11.65625","181.0859375","181.0859375","181.0859375","17.71875","17.71875","17.71875","10.5546875","10.5546875","10.5546875","11.1484375","11.1484375","11.1484375","11.453125","11.453125","11.453125"
"1029","138.25","138.25","138.25","16.5546875","16.5546875","16.5546875","9.375","9.375","9.375","18.7734375","18.7734375","18.7734375","11.546875","11.546875","11.546875","192.984375","192.984375","192.984375","9.5234375","9.5234375","9.5234375","10.046875","10.046875","10.046875","14.3203125","14.3203125","14.3203125","11.6328125","11.6328125","11.6328125"
"1030","143.421875","143.421875","143.421875","16.96875","16.96875","16.96875","9.4453125","9.4453125","9.4453125","17.265625","17.265625","17.265625","11.53125","11.53125","11.53125","199.9765625","199.9765625","199.9765625","9.375","9.375","9.375","9.8671875","9.8671875","9.8671875","9.4140625","9.4140625","9.4140625","11.4140625","11.4140625","11.4140625"
"1031","11.0546875","11.0546875","11.0546875","24.3984375","24.3984375","24.3984375","9.484375","9.484375","9.484375","200","200","200","9.2265625","9.2265625","9.2265625","15.09375","15.09375","15.09375","9.4296875","9.4296875","9.4296875","9.4375","9.4375","9.4375","14.1953125","14.1953125","14.1953125","11.625","11.625","11.625"
"1032","11.203125","11.203125","11.203125","19.9921875","19.9921875","19.9921875","9.296875","9.296875","9.296875","200","200","200","9.3046875","9.3046875","9.3046875","15.7109375","15.7109375","15.7109375","9.34375","9.34375","9.34375","9.53125","9.53125","9.53125","13.578125","13.578125","13.578125","11.65625","11.65625","11.65625"
"1033","10.71875","10.71875","10.71875","25.1015625","25.1015625","25.1015625","9.2265625","9.2265625","9.2265625","200","200","200","9.3203125","9.3203125","9.3203125","17.4609375","17.4609375","17.4609375","9.4375","9.4375","9.4375","9.984375","9.984375","9.984375","14.3359375","14.3359375","14.3359375","11.6875","11.6875","11.6875"
"1034","10.7734375","10.7734375","10.7734375","26.7578125","26.7578125","26.7578125","9.328125","9.328125","9.328125","200","200","200","9.5","9.5","9.5","20.3203125","20.3203125","20.3203125","9.390625","9.390625","9.390625","9.8125","9.8125","9.8125","12.734375","12.734375","12.734375","11.6640625","11.6640625","11.6640625"
"1035","10.8046875","10.8046875","10.8046875","22.8125","22.8125","22.8125","9.2109375","9.2109375","9.2109375","200","200","200","9.3203125","9.3203125","9.3203125","23.4765625","23.4765625","23.4765625","9.25","9.25","9.25","9.546875","9.546875","9.546875","13.046875","13.046875","13.046875","11.328125","11.328125","11.328125"
"1036","12.234375","12.234375","12.234375","20.8125","20.8125","20.8125","11.578125","11.578125","11.578125","17.5078125","17.5078125","17.5078125","9.3125","9.3125","9.3125","9.625","9.625","9.625","9.3046875","9.3046875","9.3046875","9.78125","9.78125","9.78125","10.5625","10.5625","10.5625","9.6328125","9.6328125","9.6328125"
"1037","12.6796875","12.6796875","12.6796875","17.0625","17.0625","17.0625","11.671875","11.671875","11.671875","19","19","19","9.4296875","9.4296875","9.4296875","10.125","10.125","10.125","9.34375","9.34375","9.34375","9.859375","9.859375","9.859375","9.5625","9.5625","9.5625","9.4140625","9.4140625","9.4140625"
"1038","12.2578125","12.2578125","12.2578125","21.40625","21.40625","21.40625","11.4765625","11.4765625","11.4765625","14.2421875","14.2421875","14.2421875","9.2890625","9.2890625","9.2890625","10.640625","10.640625","10.640625","9.25","9.25","9.25","9.671875","9.671875","9.671875","9.4375","9.4375","9.4375","9.40625","9.40625","9.40625"
"1039","11.9609375","11.9609375","11.9609375","22.8515625","22.8515625","22.8515625","11.21875","11.21875","11.21875","13.984375","13.984375","13.984375","9.4921875","9.4921875","9.4921875","10.53125","10.53125","10.53125","9.34375","9.34375","9.34375","9.3828125","9.3828125","9.3828125","9.640625","9.640625","9.640625","10.6953125","10.6953125","10.6953125"
"1040","12.7890625","12.7890625","12.7890625","20.046875","20.046875","20.046875","11.6015625","11.6015625","11.6015625","13.5390625","13.5390625","13.5390625","9.3828125","9.3828125","9.3828125","11.2265625","11.2265625","11.2265625","9.234375","9.234375","9.234375","9.359375","9.359375","9.359375","9.6015625","9.6015625","9.6015625","10.765625","10.765625","10.765625"
"1041","18.1953125","18.1953125","18.1953125","14.2890625","14.2890625","14.2890625","9.2734375","9.2734375","9.2734375","134.9609375","134.9609375","134.9609375","11.375","11.375","11.375","200","200","200","9.3515625","9.3515625","9.3515625","9.40625","9.40625","9.40625","11.6484375","11.6484375","11.6484375","11.203125","11.203125","11.203125"
"1042","19.1640625","19.1640625","19.1640625","14.5625","14.5625","14.5625","9.3125","9.3125","9.3125","123.15625","123.15625","123.15625","11.921875","11.921875","11.921875","200","200","200","9.203125","9.203125","9.203125","10.8984375","10.8984375","10.8984375","11.59375","11.59375","11.59375","11.5859375","11.5859375","11.5859375"
"1043","20.2890625","20.2890625","20.2890625","16.4453125","16.4453125","16.4453125","9.453125","9.453125","9.453125","112.375","112.375","112.375","11.921875","11.921875","11.921875","200","200","200","9.2578125","9.2578125","9.2578125","10.0390625","10.0390625","10.0390625","10.4296875","10.4296875","10.4296875","11.1015625","11.1015625","11.1015625"
"1044","19.6328125","19.6328125","19.6328125","17.8828125","17.8828125","17.8828125","9.3203125","9.3203125","9.3203125","139.953125","139.953125","139.953125","12.0625","12.0625","12.0625","200","200","200","9.265625","9.265625","9.265625","13.5703125","13.5703125","13.5703125","11.0625","11.0625","11.0625","10.3125","10.3125","10.3125"
"1045","16.765625","16.765625","16.765625","19.3984375","19.3984375","19.3984375","9.2421875","9.2421875","9.2421875","18.25","18.25","18.25","12.0078125","12.0078125","12.0078125","200","200","200","9.3984375","9.3984375","9.3984375","15.96875","15.96875","15.96875","10.8046875","10.8046875","10.8046875","11.515625","11.515625","11.515625"
"1046","152.6015625","152.6015625","152.6015625","103.3125","103.3125","103.3125","9.6640625","9.6640625","9.6640625","11.421875","11.421875","11.421875","11.609375","11.609375","11.609375","200","200","200","107.953125","107.953125","107.953125","9.3515625","9.3515625","9.3515625","9.75","9.75","9.75","10.5390625","10.5390625","10.5390625"
"1047","81.3359375","81.3359375","81.3359375","113.0078125","113.0078125","113.0078125","11.5078125","11.5078125","11.5078125","11.9296875","11.9296875","11.9296875","11.5859375","11.5859375","11.5859375","200","200","200","107.0390625","107.0390625","107.0390625","9.3671875","9.3671875","9.3671875","9.3203125","9.3203125","9.3203125","10.875","10.875","10.875"
"1048","40.984375","40.984375","40.984375","133.3046875","133.3046875","133.3046875","11.484375","11.484375","11.484375","11.875","11.875","11.875","11.4609375","11.4609375","11.4609375","200","200","200","108.90625","108.90625","108.90625","9.3515625","9.3515625","9.3515625","9.4296875","9.4296875","9.4296875","10.5546875","10.5546875","10.5546875"
"1049","195.1640625","195.1640625","195.1640625","133.4140625","133.4140625","133.4140625","11.515625","11.515625","11.515625","12.1328125","12.1328125","12.1328125","11.5859375","11.5859375","11.5859375","200","200","200","104.6875","104.6875","104.6875","9.4609375","9.4609375","9.4609375","9.6484375","9.6484375","9.6484375","10.7109375","10.7109375","10.7109375"
"1050","139.53125","139.53125","139.53125","143.1484375","143.1484375","143.1484375","11.03125","11.03125","11.03125","12.234375","12.234375","12.234375","11.46875","11.46875","11.46875","200","200","200","102.671875","102.671875","102.671875","9.7109375","9.7109375","9.7109375","9.453125","9.453125","9.453125","10.5234375","10.5234375","10.5234375"
"1051","194","194","194","9.75","9.75","9.75","9.25","9.25","9.25","199.71875","199.71875","199.71875","11.5546875","11.5546875","11.5546875","15.765625","15.765625","15.765625","200","200","200","11.375","11.375","11.375","22.3515625","22.3515625","22.3515625","200","200","200"
"1052","119.53125","119.53125","119.53125","9.984375","9.984375","9.984375","9.375","9.375","9.375","199.53125","199.53125","199.53125","11.34375","11.34375","11.34375","15.5390625","15.5390625","15.5390625","200","200","200","11.546875","11.546875","11.546875","18.9453125","18.9453125","18.9453125","200","200","200"
"1053","31.21875","31.21875","31.21875","10.8828125","10.8828125","10.8828125","9.3671875","9.3671875","9.3671875","199.5234375","199.5234375","199.5234375","11.40625","11.40625","11.40625","15.578125","15.578125","15.578125","200","200","200","11.4609375","11.4609375","11.4609375","19.1484375","19.1484375","19.1484375","200","200","200"
"1054","33.78125","33.78125","33.78125","10.1640625","10.1640625","10.1640625","9.40625","9.40625","9.40625","197.34375","197.34375","197.34375","11.5625","11.5625","11.5625","16.4921875","16.4921875","16.4921875","200","200","200","11.46875","11.46875","11.46875","20.40625","20.40625","20.40625","200","200","200"
"1055","19.03125","19.03125","19.03125","10.109375","10.109375","10.109375","9.3046875","9.3046875","9.3046875","185.2578125","185.2578125","185.2578125","11.546875","11.546875","11.546875","18.0546875","18.0546875","18.0546875","200","200","200","11.421875","11.421875","11.421875","57.984375","57.984375","57.984375","200","200","200"
"1056","29.453125","29.453125","29.453125","13.765625","13.765625","13.765625","9.4140625","9.4140625","9.4140625","9.3671875","9.3671875","9.3671875","11.0625","11.0625","11.0625","200","200","200","10.4921875","10.4921875","10.4921875","9.3984375","9.3984375","9.3984375","9.671875","9.671875","9.671875","9.40625","9.40625","9.40625"
"1057","26.96875","26.96875","26.96875","11.5390625","11.5390625","11.5390625","9.3828125","9.3828125","9.3828125","9.4140625","9.4140625","9.4140625","10.90625","10.90625","10.90625","200","200","200","11.3515625","11.3515625","11.3515625","9.671875","9.671875","9.671875","10.2734375","10.2734375","10.2734375","9.296875","9.296875","9.296875"
"1058","31.5234375","31.5234375","31.5234375","14.765625","14.765625","14.765625","10.7890625","10.7890625","10.7890625","9.375","9.375","9.375","11.0234375","11.0234375","11.0234375","105.015625","105.015625","105.015625","9.453125","9.453125","9.453125","10.0390625","10.0390625","10.0390625","10.6796875","10.6796875","10.6796875","9.375","9.375","9.375"
"1059","17.9765625","17.9765625","17.9765625","16.671875","16.671875","16.671875","9.2890625","9.2890625","9.2890625","9.296875","9.296875","9.296875","10.984375","10.984375","10.984375","19.1640625","19.1640625","19.1640625","9.46875","9.46875","9.46875","9.59375","9.59375","9.59375","10.734375","10.734375","10.734375","9.46875","9.46875","9.46875"
"1060","25.7578125","25.7578125","25.7578125","17.2109375","17.2109375","17.2109375","11.1015625","11.1015625","11.1015625","9.453125","9.453125","9.453125","11.328125","11.328125","11.328125","17.40625","17.40625","17.40625","9.4453125","9.4453125","9.4453125","9.4375","9.4375","9.4375","11.328125","11.328125","11.328125","9.4765625","9.4765625","9.4765625"
"1061","13.046875","13.046875","13.046875","200","200","200","9.6171875","9.6171875","9.6171875","9.21875","9.21875","9.21875","11.6796875","11.6796875","11.6796875","54.171875","54.171875","54.171875","10.1875","10.1875","10.1875","9.296875","9.296875","9.296875","13.859375","13.859375","13.859375","10.0546875","10.0546875","10.0546875"
"1062","13.2890625","13.2890625","13.2890625","200","200","200","11.2578125","11.2578125","11.2578125","9.390625","9.390625","9.390625","11.4921875","11.4921875","11.4921875","82.234375","82.234375","82.234375","10.4453125","10.4453125","10.4453125","9.3125","9.3125","9.3125","12.84375","12.84375","12.84375","9.9921875","9.9921875","9.9921875"
"1063","12.703125","12.703125","12.703125","200","200","200","10.9296875","10.9296875","10.9296875","9.28125","9.28125","9.28125","11.6484375","11.6484375","11.6484375","48.046875","48.046875","48.046875","10.5546875","10.5546875","10.5546875","9.3671875","9.3671875","9.3671875","11.9453125","11.9453125","11.9453125","9.828125","9.828125","9.828125"
"1064","12.5390625","12.5390625","12.5390625","200","200","200","9.859375","9.859375","9.859375","9.2578125","9.2578125","9.2578125","11.6171875","11.6171875","11.6171875","27.1171875","27.1171875","27.1171875","10.4453125","10.4453125","10.4453125","9.4609375","9.4609375","9.4609375","11.5546875","11.5546875","11.5546875","9.9453125","9.9453125","9.9453125"
"1065","11.9296875","11.9296875","11.9296875","200","200","200","9.3828125","9.3828125","9.3828125","9.4140625","9.4140625","9.4140625","11.4140625","11.4140625","11.4140625","29.8046875","29.8046875","29.8046875","10.3359375","10.3359375","10.3359375","9.296875","9.296875","9.296875","11.4296875","11.4296875","11.4296875","9.875","9.875","9.875"
"1066","11.8828125","11.8828125","11.8828125","9.765625","9.765625","9.765625","9.390625","9.390625","9.390625","14.0390625","14.0390625","14.0390625","9.328125","9.328125","9.328125","121.6796875","121.6796875","121.6796875","9.9453125","9.9453125","9.9453125","37.6640625","37.6640625","37.6640625","200","200","200","11.234375","11.234375","11.234375"
"1067","14.578125","14.578125","14.578125","9.65625","9.65625","9.65625","9.4453125","9.4453125","9.4453125","15.3125","15.3125","15.3125","9.3671875","9.3671875","9.3671875","114.09375","114.09375","114.09375","9.875","9.875","9.875","88.90625","88.90625","88.90625","200","200","200","11.5390625","11.5390625","11.5390625"
"1068","10.796875","10.796875","10.796875","9.71875","9.71875","9.71875","10.4609375","10.4609375","10.4609375","13.75","13.75","13.75","9.3828125","9.3828125","9.3828125","109.4765625","109.4765625","109.4765625","9.921875","9.921875","9.921875","151.4921875","151.4921875","151.4921875","200","200","200","11.5703125","11.5703125","11.5703125"
"1069","10.6640625","10.6640625","10.6640625","9.8046875","9.8046875","9.8046875","10.6484375","10.6484375","10.6484375","13.5078125","13.5078125","13.5078125","9.3125","9.3125","9.3125","97.9921875","97.9921875","97.9921875","9.8359375","9.8359375","9.8359375","179.484375","179.484375","179.484375","200","200","200","11.796875","11.796875","11.796875"
"1070","10.1875","10.1875","10.1875","9.671875","9.671875","9.671875","9.2890625","9.2890625","9.2890625","12.671875","12.671875","12.671875","9.328125","9.328125","9.328125","63.453125","63.453125","63.453125","10.6015625","10.6015625","10.6015625","86.1640625","86.1640625","86.1640625","200","200","200","11.5546875","11.5546875","11.5546875"
"1071","9.4375","9.4375","9.4375","20.5703125","20.5703125","20.5703125","9.3828125","9.3828125","9.3828125","9.9296875","9.9296875","9.9296875","11.5234375","11.5234375","11.5234375","11.2578125","11.2578125","11.2578125","30.953125","30.953125","30.953125","9.375","9.375","9.375","18.0859375","18.0859375","18.0859375","10.390625","10.390625","10.390625"
"1072","9.6328125","9.6328125","9.6328125","18.7265625","18.7265625","18.7265625","9.3828125","9.3828125","9.3828125","34.3046875","34.3046875","34.3046875","11.5234375","11.5234375","11.5234375","11.078125","11.078125","11.078125","33.5","33.5","33.5","9.4296875","9.4296875","9.4296875","17.65625","17.65625","17.65625","10.3515625","10.3515625","10.3515625"
"1073","9.3359375","9.3359375","9.3359375","19.7890625","19.7890625","19.7890625","9.21875","9.21875","9.21875","181.03125","181.03125","181.03125","11.703125","11.703125","11.703125","11.0859375","11.0859375","11.0859375","39.2578125","39.2578125","39.2578125","9.2734375","9.2734375","9.2734375","17.4921875","17.4921875","17.4921875","10.1328125","10.1328125","10.1328125"
"1074","9.515625","9.515625","9.515625","17.0234375","17.0234375","17.0234375","9.203125","9.203125","9.203125","60.0703125","60.0703125","60.0703125","11.5234375","11.5234375","11.5234375","11.390625","11.390625","11.390625","25.1484375","25.1484375","25.1484375","9.265625","9.265625","9.265625","13.6484375","13.6484375","13.6484375","10.296875","10.296875","10.296875"
"1075","9.6640625","9.6640625","9.6640625","18.8984375","18.8984375","18.8984375","9.2421875","9.2421875","9.2421875","48.4453125","48.4453125","48.4453125","11.5234375","11.5234375","11.5234375","10.2578125","10.2578125","10.2578125","22.625","22.625","22.625","9.3984375","9.3984375","9.3984375","16.796875","16.796875","16.796875","10.625","10.625","10.625"
"1076","12.484375","12.484375","12.484375","147.5625","147.5625","147.5625","10.7109375","10.7109375","10.7109375","200","200","200","91.1796875","91.1796875","91.1796875","17.7109375","17.7109375","17.7109375","33.21875","33.21875","33.21875","148.0390625","148.0390625","148.0390625","13.2890625","13.2890625","13.2890625","31.390625","31.390625","31.390625"
"1077","9.484375","9.484375","9.484375","165.1328125","165.1328125","165.1328125","10.9609375","10.9609375","10.9609375","191.828125","191.828125","191.828125","90.59375","90.59375","90.59375","19.890625","19.890625","19.890625","30.4375","30.4375","30.4375","148.3671875","148.3671875","148.3671875","14.203125","14.203125","14.203125","43.2890625","43.2890625","43.2890625"
"1078","10.21875","10.21875","10.21875","197.8125","197.8125","197.8125","9.3828125","9.3828125","9.3828125","120.0625","120.0625","120.0625","93.2734375","93.2734375","93.2734375","21.1640625","21.1640625","21.1640625","28.2421875","28.2421875","28.2421875","156.203125","156.203125","156.203125","13.796875","13.796875","13.796875","48.6171875","48.6171875","48.6171875"
"1079","9.453125","9.453125","9.453125","186.234375","186.234375","186.234375","9.3515625","9.3515625","9.3515625","200","200","200","90.625","90.625","90.625","20.1796875","20.1796875","20.1796875","18.21875","18.21875","18.21875","149.984375","149.984375","149.984375","13.0234375","13.0234375","13.0234375","33.9296875","33.9296875","33.9296875"
"1080","9.46875","9.46875","9.46875","191.1796875","191.1796875","191.1796875","9.375","9.375","9.375","200","200","200","90.65625","90.65625","90.65625","18.890625","18.890625","18.890625","12.53125","12.53125","12.53125","154.1171875","154.1171875","154.1171875","12.78125","12.78125","12.78125","46.4453125","46.4453125","46.4453125"
